Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -260017.420  -260031.851       14.431   297.7
0.0100      -260017.001  -260031.906       14.905   307.5
0.0200      -260017.274  -260032.403       15.129   312.1
0.0300      -260017.972  -260032.662       14.690   303.1
0.0400      -260018.157  -260032.699       14.542   300.0
0.0500      -260018.768  -260033.572       14.803   305.4
0.0600      -260019.696  -260033.811       14.115   291.2
0.0700      -260020.328  -260033.707       13.379   276.0
0.0800      -260020.084  -260034.525       14.440   297.9
0.0900      -260019.568  -260034.332       14.764   304.6
0.1000      -260019.102  -260033.679       14.577   300.7
0.1100      -260018.876  -260033.784       14.908   307.6
0.1200      -260018.952  -260033.281       14.329   295.6
0.1300      -260018.464  -260033.267       14.803   305.4
0.1400      -260017.602  -260032.617       15.015   309.8
0.1500      -260018.113  -260032.534       14.421   297.5
0.1600      -260018.109  -260032.423       14.314   295.3
0.1700      -260018.587  -260032.692       14.106   291.0
0.1800      -260019.052  -260033.416       14.365   296.3
0.1900      -260019.927  -260033.693       13.766   284.0
0.2000      -260020.019  -260034.447       14.428   297.7
0.2100      -260019.435  -260033.636       14.200   293.0
0.2200      -260019.124  -260033.513       14.389   296.9
0.2300      -260018.825  -260033.473       14.647   302.2
0.2400      -260019.299  -260033.404       14.105   291.0
0.2500      -260019.406  -260034.286       14.881   307.0
0.2600      -260019.342  -260033.389       14.047   289.8
0.2700      -260018.535  -260033.430       14.895   307.3
0.2800      -260018.137  -260033.579       15.442   318.6
0.2900      -260018.314  -260033.236       14.922   307.9
0.3000      -260017.863  -260032.626       14.763   304.6
0.3100      -260017.895  -260032.595       14.700   303.3
0.3200      -260017.651  -260032.831       15.180   313.2
0.3300      -260018.119  -260032.250       14.131   291.5
0.3400      -260017.537  -260032.801       15.264   314.9
0.3500      -260017.696  -260033.414       15.717   324.2
0.3600      -260016.605  -260032.746       16.141   333.0
0.3700      -260016.193  -260031.402       15.209   313.8
0.3800      -260016.296  -260031.856       15.559   321.0
0.3900      -260015.929  -260032.279       16.349   337.3
0.4000      -260016.085  -260031.836       15.751   325.0
0.4100      -260015.860  -260032.237       16.377   337.9
0.4200      -260016.056  -260032.185       16.129   332.7
0.4300      -260015.949  -260032.428       16.479   340.0
0.4400      -260016.685  -260032.470       15.785   325.7
0.4500      -260016.999  -260032.048       15.050   310.5
0.4600      -260017.061  -260031.930       14.870   306.8
0.4700      -260016.759  -260032.249       15.490   319.6
0.4800      -260017.573  -260033.351       15.777   325.5
0.4900      -260017.974  -260033.053       15.079   311.1
0.5000      -260017.696  -260032.690       14.994   309.3
0.5100      -260017.838  -260032.774       14.936   308.1
0.5200      -260018.302  -260033.226       14.924   307.9
0.5300      -260018.150  -260032.703       14.553   300.2
0.5400      -260018.611  -260033.736       15.124   312.0
0.5500      -260018.644  -260034.024       15.379   317.3
0.5600      -260018.730  -260033.932       15.202   313.6
0.5700      -260018.957  -260033.434       14.477   298.7
0.5800      -260019.019  -260033.298       14.279   294.6
0.5900      -260018.981  -260033.872       14.892   307.2
0.6000      -260018.261  -260033.078       14.817   305.7
0.6100      -260018.726  -260033.841       15.116   311.8
0.6200      -260018.977  -260034.523       15.545   320.7
0.6300      -260019.476  -260034.160       14.685   302.9
0.6400      -260019.492  -260034.051       14.559   300.4
0.6500      -260018.863  -260034.055       15.192   313.4
0.6600      -260018.511  -260033.949       15.438   318.5
0.6700      -260018.309  -260033.547       15.238   314.4
0.6800      -260017.931  -260033.943       16.012   330.3
0.6900      -260018.443  -260034.056       15.613   322.1
0.7000      -260018.670  -260034.503       15.833   326.6
0.7100      -260019.255  -260033.726       14.471   298.5
0.7200      -260019.198  -260034.499       15.302   315.7
0.7300      -260019.092  -260034.126       15.034   310.1
0.7400      -260018.965  -260033.357       14.392   296.9
0.7500      -260019.139  -260033.913       14.774   304.8
0.7600      -260019.054  -260034.003       14.950   308.4
0.7700      -260018.677  -260033.500       14.823   305.8
0.7800      -260019.322  -260033.367       14.044   289.7
0.7900      -260018.957  -260034.201       15.244   314.5
0.8000      -260019.027  -260034.387       15.360   316.9
0.8100      -260018.876  -260034.094       15.218   314.0
0.8200      -260018.970  -260033.854       14.885   307.1
0.8300      -260019.306  -260034.502       15.196   313.5
0.8400      -260019.667  -260034.133       14.466   298.4
0.8500      -260020.280  -260034.600       14.320   295.4
0.8600      -260019.853  -260035.032       15.179   313.1
0.8700      -260019.859  -260034.633       14.773   304.8
0.8800      -260019.944  -260034.258       14.315   295.3
0.8900      -260019.601  -260034.042       14.440   297.9
0.9000      -260019.774  -260034.495       14.721   303.7
0.9100      -260018.995  -260034.237       15.242   314.5
0.9200      -260019.296  -260033.456       14.161   292.1
0.9300      -260019.322  -260033.417       14.095   290.8
0.9400      -260020.205  -260034.701       14.496   299.1
0.9500      -260019.949  -260035.173       15.224   314.1
0.9600      -260020.521  -260035.307       14.785   305.0
0.9700      -260021.133  -260035.142       14.009   289.0
0.9800      -260021.706  -260034.755       13.049   269.2
0.9900      -260021.678  -260035.120       13.442   277.3
1.0000      -260022.076  -260036.102       14.026   289.4
1.0100      -260021.499  -260035.370       13.871   286.2
1.0200      -260021.395  -260035.187       13.793   284.5
1.0300      -260020.906  -260034.981       14.075   290.4
1.0400      -260020.936  -260034.641       13.705   282.7
1.0500      -260020.539  -260034.798       14.259   294.2
1.0600      -260020.734  -260035.220       14.486   298.9
1.0700      -260020.625  -260034.651       14.026   289.4
1.0800      -260021.484  -260035.482       13.998   288.8
1.0900      -260021.886  -260036.114       14.228   293.5
1.1000      -260022.546  -260036.289       13.743   283.5
1.1100      -260022.699  -260036.162       13.464   277.8
1.1200      -260022.499  -260036.378       13.880   286.3
1.1300      -260022.528  -260036.498       13.970   288.2
1.1400      -260022.338  -260035.963       13.624   281.1
1.1500      -260022.602  -260036.392       13.791   284.5
1.1600      -260022.215  -260036.442       14.227   293.5
1.1700      -260021.738  -260035.956       14.217   293.3
1.1800      -260022.000  -260036.080       14.079   290.5
1.1900      -260021.577  -260036.257       14.679   302.8
1.2000      -260021.578  -260035.301       13.723   283.1
1.2100      -260020.814  -260034.505       13.691   282.4
1.2200      -260020.485  -260034.735       14.250   294.0
1.2300      -260020.523  -260034.911       14.388   296.8
1.2400      -260020.651  -260034.645       13.994   288.7
1.2500      -260020.681  -260034.731       14.050   289.9
1.2600      -260020.414  -260034.617       14.203   293.0
1.2700      -260020.081  -260034.079       13.997   288.8
1.2800      -260019.875  -260034.541       14.667   302.6
1.2900      -260019.239  -260034.601       15.362   316.9
1.3000      -260019.262  -260033.886       14.623   301.7
1.3100      -260019.040  -260033.519       14.478   298.7
1.3200      -260019.268  -260033.536       14.269   294.4
1.3300      -260018.956  -260033.810       14.854   306.5
1.3400      -260019.062  -260034.164       15.102   311.5
1.3500      -260019.618  -260034.916       15.297   315.6
1.3600      -260019.501  -260034.050       14.549   300.1
1.3700      -260019.696  -260033.935       14.239   293.8
1.3800      -260019.869  -260033.585       13.716   283.0
1.3900      -260019.753  -260034.669       14.916   307.7
1.4000      -260019.197  -260034.602       15.405   317.8
1.4100      -260019.227  -260033.584       14.357   296.2
1.4200      -260019.756  -260033.792       14.037   289.6
1.4300      -260019.645  -260034.230       14.585   300.9
1.4400      -260019.939  -260033.912       13.973   288.3
1.4500      -260019.329  -260033.728       14.399   297.1
1.4600      -260019.519  -260033.630       14.111   291.1
1.4700      -260019.385  -260033.785       14.399   297.1
1.4800      -260018.883  -260032.936       14.053   289.9
1.4900      -260019.212  -260033.469       14.257   294.1
1.5000      -260019.262  -260034.205       14.943   308.3
1.5100      -260019.197  -260033.643       14.446   298.0
1.5200      -260018.796  -260034.062       15.266   314.9
1.5300      -260018.968  -260033.730       14.762   304.5
1.5400      -260018.881  -260034.751       15.869   327.4
1.5500      -260019.663  -260034.060       14.397   297.0
1.5600      -260019.351  -260033.972       14.621   301.6
1.5700      -260019.622  -260035.119       15.497   319.7
1.5800      -260019.484  -260035.382       15.898   328.0
1.5900      -260019.390  -260034.613       15.223   314.1
1.6000      -260019.636  -260034.466       14.830   305.9
1.6100      -260019.716  -260034.389       14.673   302.7
1.6200      -260019.848  -260035.181       15.333   316.3
1.6300      -260019.955  -260034.043       14.087   290.6
1.6400      -260020.511  -260034.429       13.918   287.1
1.6500      -260020.710  -260034.554       13.843   285.6
1.6600      -260019.935  -260034.341       14.406   297.2
1.6700      -260019.550  -260034.712       15.161   312.8
1.6800      -260019.781  -260034.043       14.262   294.2
1.6900      -260019.778  -260034.177       14.399   297.1
1.7000      -260019.905  -260034.795       14.890   307.2
1.7100      -260020.089  -260034.408       14.319   295.4
1.7200      -260020.415  -260034.575       14.159   292.1
1.7300      -260020.341  -260034.314       13.974   288.3
1.7400      -260020.484  -260034.187       13.703   282.7
1.7500      -260020.008  -260034.677       14.669   302.6
1.7600      -260020.383  -260034.130       13.747   283.6
1.7700      -260020.556  -260034.088       13.532   279.2
1.7800      -260020.274  -260035.151       14.877   306.9
1.7900      -260021.020  -260035.182       14.161   292.2
1.8000      -260021.220  -260035.354       14.134   291.6
1.8100      -260021.272  -260035.028       13.756   283.8
1.8200      -260020.943  -260034.707       13.764   284.0
1.8300      -260021.121  -260035.259       14.137   291.7
1.8400      -260021.236  -260035.005       13.770   284.1
1.8500      -260021.075  -260034.741       13.666   281.9
1.8600      -260021.114  -260035.214       14.100   290.9
1.8700      -260021.367  -260034.979       13.612   280.8
1.8800      -260020.876  -260034.410       13.534   279.2
1.8900      -260021.157  -260034.401       13.245   273.2
1.9000      -260020.955  -260035.279       14.325   295.5
1.9100      -260021.239  -260035.240       14.001   288.8
1.9200      -260020.653  -260035.379       14.726   303.8
1.9300      -260020.911  -260035.069       14.158   292.1
1.9400      -260020.235  -260035.279       15.044   310.4
1.9500      -260020.814  -260034.927       14.113   291.2
1.9600      -260020.917  -260035.319       14.402   297.1
1.9700      -260020.798  -260035.465       14.667   302.6
1.9800      -260021.160  -260035.353       14.193   292.8
1.9900      -260020.976  -260034.604       13.628   281.1
2.0000      -260020.747  -260034.815       14.068   290.2
2.0100      -260020.690  -260034.770       14.080   290.5
2.0200      -260020.374  -260035.091       14.717   303.6
2.0300      -260020.523  -260035.255       14.733   303.9
2.0400      -260020.244  -260035.749       15.505   319.9
2.0500      -260020.351  -260035.192       14.841   306.2
2.0600      -260020.821  -260035.439       14.618   301.6
2.0700      -260020.758  -260035.666       14.908   307.6
2.0800      -260021.335  -260035.435       14.100   290.9
2.0900      -260020.837  -260034.924       14.087   290.6
2.1000      -260020.616  -260035.339       14.724   303.8
2.1100      -260020.750  -260035.054       14.304   295.1
2.1200      -260020.676  -260036.034       15.359   316.9
2.1300      -260020.668  -260035.238       14.570   300.6
2.1400      -260020.813  -260035.293       14.479   298.7
2.1500      -260020.400  -260034.553       14.153   292.0
2.1600      -260019.823  -260034.729       14.906   307.5
2.1700      -260020.062  -260034.526       14.463   298.4
2.1800      -260020.447  -260035.374       14.927   308.0
2.1900      -260020.520  -260034.802       14.282   294.6
2.2000      -260020.556  -260034.874       14.318   295.4
2.2100      -260020.599  -260034.788       14.189   292.7
2.2200      -260020.831  -260035.431       14.600   301.2
2.2300      -260021.338  -260034.901       13.563   279.8
2.2400      -260021.791  -260034.706       12.914   266.4
2.2500      -260021.858  -260036.055       14.197   292.9
2.2600      -260021.647  -260036.006       14.360   296.2
2.2700      -260021.821  -260036.166       14.345   295.9
2.2800      -260021.674  -260035.893       14.220   293.4
2.2900      -260021.933  -260036.839       14.906   307.5
2.3000      -260021.985  -260036.456       14.471   298.5
2.3100      -260021.364  -260036.386       15.022   309.9
2.3200      -260020.961  -260035.319       14.358   296.2
2.3300      -260020.958  -260035.429       14.470   298.5
2.3400      -260021.022  -260035.735       14.713   303.5
2.3500      -260021.225  -260036.035       14.810   305.5
2.3600      -260021.942  -260035.915       13.973   288.3
2.3700      -260021.900  -260035.822       13.922   287.2
2.3800      -260021.580  -260035.974       14.394   296.9
2.3900      -260021.086  -260036.205       15.119   311.9
2.4000      -260021.059  -260035.965       14.905   307.5
2.4100      -260020.994  -260036.567       15.574   321.3
2.4200      -260021.057  -260035.826       14.769   304.7
2.4300      -260020.999  -260035.894       14.894   307.3
2.4400      -260021.056  -260035.967       14.911   307.6
2.4500      -260020.486  -260036.244       15.758   325.1
2.4600      -260020.123  -260035.962       15.839   326.8
2.4700      -260020.217  -260035.412       15.194   313.5
2.4800      -260020.176  -260036.220       16.043   331.0
2.4900      -260020.469  -260035.068       14.599   301.2
2.5000      -260019.826  -260035.280       15.454   318.8
2.5100      -260019.865  -260035.768       15.903   328.1
2.5200      -260019.879  -260035.177       15.298   315.6
2.5300      -260020.004  -260034.738       14.733   304.0
2.5400      -260019.700  -260035.224       15.524   320.3
2.5500      -260020.013  -260034.636       14.624   301.7
2.5600      -260020.430  -260034.701       14.270   294.4
2.5700      -260020.584  -260035.242       14.658   302.4
2.5800      -260021.024  -260035.590       14.566   300.5
2.5900      -260021.477  -260036.203       14.726   303.8
2.6000      -260021.120  -260036.221       15.101   311.5
2.6100      -260020.639  -260035.764       15.126   312.1
2.6200      -260020.554  -260035.274       14.720   303.7
2.6300      -260020.250  -260035.270       15.020   309.9
2.6400      -260020.099  -260035.012       14.913   307.7
2.6500      -260019.999  -260034.599       14.600   301.2
2.6600      -260020.862  -260035.793       14.931   308.0
2.6700      -260020.810  -260036.044       15.234   314.3
2.6800      -260021.393  -260036.223       14.830   305.9
2.6900      -260021.361  -260036.132       14.772   304.7
2.7000      -260021.840  -260036.036       14.196   292.9
2.7100      -260022.219  -260036.536       14.317   295.4
2.7200      -260022.069  -260036.409       14.340   295.8
2.7300      -260022.887  -260036.686       13.799   284.7
2.7400      -260022.596  -260036.990       14.393   296.9
2.7500      -260023.038  -260036.530       13.492   278.3
2.7600      -260022.619  -260036.456       13.837   285.5
2.7700      -260022.925  -260036.876       13.951   287.8
2.7800      -260023.463  -260037.679       14.216   293.3
2.7900      -260024.286  -260037.255       12.969   267.5
2.8000      -260024.326  -260037.710       13.384   276.1
2.8100      -260024.345  -260037.255       12.911   266.4
2.8200      -260023.348  -260037.443       14.095   290.8
2.8300      -260022.660  -260036.896       14.236   293.7
2.8400      -260022.494  -260036.737       14.243   293.8
2.8500      -260022.334  -260037.310       14.976   309.0
2.8600      -260022.960  -260036.372       13.412   276.7
2.8700      -260022.943  -260036.391       13.447   277.4
2.8800      -260022.631  -260036.301       13.670   282.0
2.8900      -260022.762  -260036.966       14.204   293.0
2.9000      -260022.233  -260036.599       14.366   296.4
2.9100      -260021.698  -260035.441       13.744   283.5
2.9200      -260021.610  -260036.014       14.404   297.2
2.9300      -260021.867  -260036.248       14.382   296.7
2.9400      -260021.251  -260035.825       14.575   300.7
2.9500      -260021.585  -260035.928       14.343   295.9
2.9600      -260021.523  -260036.523       15.000   309.5
2.9700      -260021.554  -260036.555       15.000   309.5
2.9800      -260021.493  -260036.943       15.450   318.7
2.9900      -260021.335  -260035.949       14.614   301.5
3.0000      -260021.129  -260036.064       14.935   308.1
3.0100      -260021.486  -260036.351       14.865   306.7
3.0200      -260021.453  -260036.236       14.783   305.0
3.0300      -260021.365  -260036.518       15.154   312.6
3.0400      -260020.677  -260036.072       15.395   317.6
3.0500      -260021.247  -260035.894       14.647   302.2
3.0600      -260021.509  -260035.300       13.791   284.5
3.0700      -260021.903  -260035.161       13.258   273.5
3.0800      -260021.562  -260035.849       14.286   294.7
3.0900      -260021.356  -260035.718       14.362   296.3
3.1000      -260021.693  -260036.295       14.602   301.2
3.1100      -260021.820  -260036.239       14.419   297.5
3.1200      -260021.374  -260035.497       14.123   291.4
3.1300      -260020.657  -260034.889       14.233   293.6
3.1400      -260021.050  -260035.726       14.675   302.8
3.1500      -260021.128  -260035.775       14.647   302.2
3.1600      -260020.792  -260035.517       14.725   303.8
3.1700      -260020.522  -260035.200       14.678   302.8
3.1800      -260020.060  -260035.421       15.361   316.9
3.1900      -260019.904  -260035.684       15.780   325.5
3.2000      -260019.886  -260035.501       15.615   322.1
3.2100      -260019.265  -260034.957       15.692   323.7
3.2200      -260019.417  -260034.538       15.121   311.9
3.2300      -260019.343  -260035.523       16.180   333.8
3.2400      -260019.634  -260034.747       15.113   311.8
3.2500      -260019.786  -260034.689       14.903   307.5
3.2600      -260019.528  -260034.435       14.907   307.5
3.2700      -260019.877  -260035.034       15.157   312.7
3.2800      -260020.768  -260036.018       15.250   314.6
3.2900      -260020.382  -260036.115       15.733   324.6
3.3000      -260020.209  -260035.067       14.858   306.5
3.3100      -260020.892  -260035.419       14.527   299.7
3.3200      -260021.616  -260035.395       13.779   284.3
3.3300      -260021.566  -260035.782       14.216   293.3
3.3400      -260021.471  -260036.516       15.045   310.4
3.3500      -260021.803  -260035.774       13.971   288.2
3.3600      -260022.162  -260036.050       13.888   286.5
3.3700      -260021.970  -260036.330       14.360   296.3
